state	yr	qtr	index_nsa	index_sa	Warning
CT	2005	2	189.97	188.02	
CT	2005	3	194.26	191.54	
CT	2005	4	194.46	195.17	
CT	2006	1	195.95	197.71	
CT	2006	2	200.38	198.03	
CT	2006	3	197.99	195.35	
CT	2006	4	195.08	195.94	
CT	2007	1	197.31	199.02	
CT	2007	2	199.41	197.00	
CT	2007	3	199.57	196.93	
CT	2007	4	193.97	194.69	
CT	2008	1	189.39	191.30	
CT	2008	2	190.83	188.39	
CT	2008	3	187.34	184.84	
CT	2008	4	181.24	181.75	
CT	2009	1	178.52	180.69	
CT	2009	2	179.20	176.79	
CT	2009	3	177.70	175.32	
CT	2009	4	174.12	174.27	
CT	2010	1	169.88	172.53	
CT	2010	2	174.26	171.72	
CT	2010	3	171.96	169.52	
CT	2010	4	167.66	167.62	
CT	2011	1	163.63	166.64	
CT	2011	2	170.00	167.45	
CT	2011	3	166.45	163.84	
CT	2011	4	163.61	163.58	
CT	2012	1	158.55	161.65	
CT	2012	2	163.79	161.40	
CT	2012	3	165.91	163.00	
CT	2012	4	162.48	162.75	
CT	2013	1	159.59	162.50	
CT	2013	2	167.08	164.75	
CT	2013	3	169.00	165.93	
CT	2013	4	164.78	165.35	
CT	2014	1	164.05	166.63	
CT	2014	2	167.64	165.43	
CT	2014	3	168.26	165.27	
CT	2014	4	166.46	167.20	
CT	2015	1	166.26	168.57	
CT	2015	2	170.03	167.84	
CT	2015	3	169.99	167.09	
DC	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1991	2	101.41	99.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1991	3	99.18	97.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1991	4	97.83	99.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1992	1	99.97	99.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1992	2	100.43	98.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1992	3	102.20	100.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1992	4	98.22	99.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	1	93.16	93.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	2	98.69	97.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	3	98.44	96.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	4	91.40	92.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	1	95.45	95.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	2	98.74	97.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	3	99.06	97.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	4	91.47	92.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	1	92.38	92.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	2	89.59	88.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	3	92.00	90.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	4	93.36	94.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	1	94.06	93.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	2	95.42	94.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	3	94.07	92.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	4	97.13	98.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	1	89.37	89.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	2	96.75	95.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	3	93.38	91.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	4	94.49	95.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	1	97.43	97.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	2	100.85	99.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	3	106.54	104.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	4	107.46	108.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	1	108.25	108.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	2	111.64	110.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	3	118.68	116.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	4	118.05	118.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	1	127.34	127.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	2	130.05	128.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	3	134.45	132.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	4	134.07	134.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	1	141.48	141.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	2	148.52	146.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	3	157.73	155.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	4	160.33	161.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	1	168.24	168.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	2	179.96	177.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	3	186.66	183.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	4	192.28	193.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	1	188.59	189.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	2	209.77	207.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	3	221.10	216.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	4	220.43	221.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	1	242.33	243.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	2	253.33	250.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	3	258.73	253.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	4	279.37	280.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	1	283.19	285.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	2	318.41	315.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	3	332.83	326.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	4	324.55	324.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	1	323.47	326.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	2	326.28	322.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	3	341.57	335.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	4	336.57	336.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	1	336.83	340.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	2	347.68	344.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	3	349.83	343.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	4	339.09	338.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	1	330.58	333.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	2	323.75	321.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	3	330.22	324.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	4	323.79	322.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	1	307.28	309.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	2	318.40	317.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	3	320.33	314.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	4	326.48	325.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	1	331.53	333.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	2	314.64	313.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	3	338.80	331.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	4	323.76	322.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	1	316.81	318.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	2	344.05	343.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	3	337.48	330.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	4	350.58	348.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	1	351.37	352.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	2	355.45	355.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	3	375.44	367.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	4	378.30	376.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	1	388.82	389.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	2	399.97	400.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	3	430.95	421.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	4	412.36	411.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2014	1	451.85	452.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2014	2	440.26	441.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2014	3	445.61	435.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2014	4	466.61	465.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2015	1	449.00	448.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2015	2	467.48	469.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2015	3	514.93	503.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	2	99.96	99.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	3	99.84	99.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	4	101.04	100.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	1	100.70	100.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	2	99.97	99.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	3	99.69	99.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	4	101.02	100.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	1	99.08	99.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	2	99.60	99.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	3	99.46	99.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	4	98.85	98.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	1	97.14	97.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	2	100.05	100.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	3	100.22	99.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	4	100.22	99.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	1	100.03	100.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	2	99.33	99.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	3	100.01	99.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	4	99.61	99.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	1	99.86	99.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	2	99.57	99.76	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	3	101.26	100.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	4	100.46	100.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	1	100.47	100.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	2	100.85	101.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	3	102.72	101.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	4	101.25	101.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	1	103.05	103.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	2	103.61	103.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	3	106.54	105.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	4	105.98	106.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	1	107.65	107.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	2	109.90	109.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	3	112.27	111.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	4	112.94	113.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	1	114.89	114.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	2	116.46	116.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	3	119.38	118.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	4	121.60	121.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	1	124.32	124.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	2	126.24	126.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	3	128.78	127.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	4	131.76	131.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	1	133.61	133.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	2	138.10	137.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	3	143.25	142.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	4	145.13	145.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	1	147.82	148.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	2	152.22	152.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	3	156.31	155.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	4	160.71	160.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	1	166.20	166.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	2	170.49	170.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	3	181.00	179.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	4	184.73	184.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	1	188.87	189.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	2	197.58	197.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	3	203.79	202.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	4	209.02	209.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	1	215.13	215.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	2	215.63	215.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	3	220.22	218.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	4	221.68	222.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	1	218.85	218.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	2	220.17	219.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	3	222.00	221.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	4	215.64	216.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2008	1	213.85	213.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2008	2	210.03	209.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
